id,name,category,description,technical_summary,attacker_interest,exposure_level,business_risk,risk_score,confidence,severity,mitre,attack_vectors,enumeration_methods,misconfigurations,detection_methods,recommended_mitigations,references,tags,metadata,ports,common_products,cves
EME-NET-042,MongoDB,Database,"Document-oriented NoSQL database; older default installs bound to all interfaces with no authentication, leading to mass 'meow attack' style data-wiping campaigns. Standard port(s): 27017/tcp. Common implementations: MongoDB.","Document-oriented NoSQL database; older default installs bound to all interfaces with no authentication, leading to mass 'meow attack' style data-wiping campaigns.",Unauthenticated instances expose every document in every collection and have historically been mass-wiped/ransomed by opportunistic scanning campaigns.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}]}","[""Unauthenticated access to read/write/delete all collections"", ""Data exfiltration or ransom of exposed databases"", ""Mass automated wiping/ransom-note campaigns targeting exposed instances""]","[""`mongo host:27017` connection without credentials"", ""`db.adminCommand('listDatabases')`""]","[""No authentication (`--auth`) enabled"", ""Bound to 0.0.0.0 and reachable from the internet""]","[""Alert on any inbound connection to 27017 from the internet"", ""Monitor for unauthenticated administrative commands""]","[""Enable authentication (`--auth`)"", ""Never expose the database directly to the internet"", ""Bind to localhost/internal interfaces only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""database"", ""nosql"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",27017/tcp,"[""MongoDB""]",[]
EME-NET-043,Apache Cassandra,Database,Distributed wide-column NoSQL database; authentication (`AllowAllAuthenticator`) is disabled by default. Standard port(s): 9042/tcp. Common implementations: Apache Cassandra.,Distributed wide-column NoSQL database; authentication (`AllowAllAuthenticator`) is disabled by default.,Unauthenticated instances expose full read/write access across all keyspaces.,High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,76,high,"{""tactics"": [""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}]}","[""Unauthenticated CQL access to read/write all keyspaces"", ""Data exfiltration from exposed clusters""]","[""CQL shell connection test without credentials""]","[""Default `AllowAllAuthenticator`/`AllowAllAuthorizer` left enabled"", ""Cluster exposed to the internet""]","[""Alert on inbound connections to 9042 from the internet""]","[""Enable `PasswordAuthenticator`/`CassandraAuthorizer`"", ""Restrict cluster access to internal networks only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""database"", ""distributed-systems"", ""nosql""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",9042/tcp,"[""Apache Cassandra""]",[]
EME-NET-044,Prometheus,Monitoring,"Metrics collection and monitoring system; the web UI and exporters ship with no authentication by default. Standard port(s): 9090/tcp (server), 9100/tcp (node exporter). Common implementations: Prometheus, node_exporter.",Metrics collection and monitoring system; the web UI and exporters ship with no authentication by default.,"Exposed metrics can leak internal service topology, hostnames, and operational details useful for further reconnaissance; the `/api/v1/admin` endpoints can allow data deletion if enabled.",Medium,"Moderate risk, typically requiring an additional misconfiguration or chained weakness to cause material impact.",50,79,medium,"{""tactics"": [""Discovery"", ""Reconnaissance""], ""techniques"": [{""id"": ""T1046"", ""name"": ""Network Service Discovery""}, {""id"": ""T1590"", ""name"": ""Gather Victim Network Information""}]}","[""Unauthenticated metrics scraping for internal reconnaissance"", ""Admin API abuse (TSDB deletion) if the admin endpoints are enabled"", ""Server-Side Request Forgery via misconfigured scrape targets""]","[""`/metrics` and `/api/v1/targets` endpoint inspection""]","[""Prometheus UI/API exposed to the internet with no authentication or reverse-proxy auth"", ""Admin API enabled unnecessarily""]","[""Alert on external connections to 9090/9100"", ""Monitor for scraping/enumeration from unexpected sources""]","[""Place Prometheus behind an authenticating reverse proxy"", ""Disable the admin API unless required"", ""Restrict access to the monitoring network only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1046/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1590/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""monitoring"", ""reconnaissance-value""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","9090/tcp (server), 9100/tcp (node exporter)","[""Prometheus"", ""node_exporter""]",[]
EME-NET-045,Kubernetes API Server,Container/Orchestration,Central control-plane API for a Kubernetes cluster; the single highest-value target in any cluster. Standard port(s): 6443/tcp. Common implementations: Kubernetes kube-apiserver.,Central control-plane API for a Kubernetes cluster; the single highest-value target in any cluster.,"Full API access equals full cluster control — deploying pods, reading Secrets, and pivoting into every workload the cluster runs.",Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,79,critical,"{""tactics"": [""Credential Access"", ""Execution / Defense Evasion"", ""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}, {""id"": ""T1552.007"", ""name"": ""Unsecured Credentials: Container API""}, {""id"": ""T1610"", ""name"": ""Deploy Container""}]}","[""Anonymous/unauthenticated API access where RBAC is misconfigured"", ""Credential/token theft leading to privileged API calls"", ""Malicious pod deployment for cluster-wide compromise or cryptomining""]","[""`kubectl --server=https://host:6443 get pods` (anonymous or with a stolen token)"", ""`/version` and `/api` endpoint probing""]","[""Anonymous authentication (`--anonymous-auth`) left enabled with permissive RBAC"", ""API server exposed to the internet without network policy restrictions"", ""Overly broad RBAC bindings (e.g. cluster-admin on default service accounts)""]","[""Alert on external connections to 6443"", ""Enable and monitor Kubernetes audit logs for anomalous API calls"", ""Alert on new privileged pod/role creation""]","[""Disable anonymous authentication"", ""Restrict API server exposure via network policies/firewall"", ""Apply least-privilege RBAC"", ""Rotate and scope service-account tokens""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1552/007/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1610/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""container"", ""container-orchestration"", ""critical-exposure"", ""kubernetes""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",6443/tcp,"[""Kubernetes kube-apiserver""]",[]
EME-NET-046,Kubelet API,Container/Orchestration,"Per-node Kubernetes agent API; historically found exposed with no authentication, allowing arbitrary command execution in any pod on the node. Standard port(s): 10250/tcp. Common implementations: Kubernetes kubelet.","Per-node Kubernetes agent API; historically found exposed with no authentication, allowing arbitrary command execution in any pod on the node.",Unauthenticated kubelet access allows listing pods and executing commands inside them directly — a fast path to full node/cluster compromise.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",90,76,critical,"{""tactics"": [""Discovery"", ""Execution / Defense Evasion"", ""Privilege Escalation""], ""techniques"": [{""id"": ""T1610"", ""name"": ""Deploy Container""}, {""id"": ""T1611"", ""name"": ""Escape to Host""}, {""id"": ""T1046"", ""name"": ""Network Service Discovery""}]}","[""Unauthenticated `/pods` and `/exec` endpoint abuse to run commands inside running containers"", ""Node-level reconnaissance via `/spec`/`/stats` endpoints""]","[""`curl -k https://node:10250/pods`""]","[""Kubelet's anonymous authentication left enabled"", ""Kubelet API exposed directly to the internet instead of the cluster-internal network""]","[""Alert on external connections to 10250"", ""Enable kubelet audit logging and monitor `/exec` calls""]","[""Disable kubelet anonymous authentication"", ""Enforce webhook authorization for the kubelet API"", ""Restrict kubelet API access to the control plane only""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1610/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1611/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1046/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""container"", ""container-orchestration"", ""critical-exposure"", ""kubernetes""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",10250/tcp,"[""Kubernetes kubelet""]",[]
EME-NET-047,IPMI (Intelligent Platform Management Interface),Out-of-Band Management,"Out-of-band server management interface running independently of the host OS; historically shipped with weak/default credentials and protocol-level authentication weaknesses. Standard port(s): 623/udp. Common implementations: Server BMC/IPMI firmware (Dell iDRAC, HP iLO, Supermicro, etc.).",Out-of-band server management interface running independently of the host OS; historically shipped with weak/default credentials and protocol-level authentication weaknesses.,Full out-of-band control of the physical server — including power control and virtual media mounting — completely bypassing the host OS.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Initial Access"", ""Initial Access / Persistence""], ""techniques"": [{""id"": ""T1078.001"", ""name"": ""Valid Accounts: Default Accounts""}, {""id"": ""T1200"", ""name"": ""Hardware Additions""}]}","[""Default vendor credential login (e.g. ADMIN/ADMIN)"", ""IPMI 2.0 RAKP authentication weaknesses enabling offline password hash cracking"", ""Firmware exploitation of known BMC vulnerabilities""]","[""IPMI `chassis status` probing"", ""Cipher suite/authentication capability queries""]","[""Default BMC/IPMI credentials never changed"", ""IPMI interface reachable from the internet or general corporate network instead of an isolated management VLAN"", ""Weak IPMI cipher suites left enabled""]","[""Alert on any inbound connection to 623 from outside the management network"", ""Monitor BMC authentication logs for repeated failures""]","[""Change default BMC credentials immediately"", ""Isolate IPMI/BMC interfaces on a dedicated management VLAN with no internet exposure"", ""Disable weak cipher suites"", ""Keep BMC firmware patched""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1078/001/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1200/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""default-credentials"", ""hardware"", ""out-of-band"", ""out-of-band-management""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",623/udp,"[""Server BMC/IPMI firmware (Dell iDRAC, HP iLO, Supermicro, etc.)""]",[]
EME-NET-048,Modbus (ICS/SCADA),Industrial Control,"Legacy industrial control protocol with no built-in authentication or encryption, still widely deployed in OT environments. Standard port(s): 502/tcp. Common implementations: Industrial PLCs and RTUs implementing Modbus TCP.","Legacy industrial control protocol with no built-in authentication or encryption, still widely deployed in OT environments.",Unauthenticated read/write access to industrial process control registers — able to alter physical process behavior directly.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Discovery (ICS)"", ""Impair Process Control (ICS)""], ""techniques"": [{""id"": ""T0846"", ""name"": ""Remote System Discovery""}, {""id"": ""T0855"", ""name"": ""Unauthorized Command Message""}]}","[""Unauthenticated read of process/register data for reconnaissance"", ""Unauthenticated write commands to alter physical process control values"", ""Replay/spoofing attacks given no built-in authentication""]","[""Modbus function-code probing to enumerate device/register layout""]","[""Modbus device reachable from the corporate IT network or the internet instead of an isolated OT network"", ""No protocol-aware firewall/monitoring in place""]","[""Deploy OT-aware network monitoring for anomalous Modbus function codes"", ""Alert on any Modbus traffic crossing the IT/OT boundary""]","[""Isolate ICS/OT networks from IT and the internet (network segmentation)"", ""Deploy protocol-aware industrial firewalls"", ""Use Modbus/TCP security extensions where supported""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T0846/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T0855/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""ics"", ""industrial-control"", ""ot"", ""scada"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",502/tcp,"[""Industrial PLCs and RTUs implementing Modbus TCP""]",[]
EME-NET-049,BACnet (Building Automation),Industrial Control,"Building automation protocol (HVAC, access control, lighting) with no authentication in its base specification. Standard port(s): 47808/udp. Common implementations: Building management/automation controllers implementing BACnet/IP.","Building automation protocol (HVAC, access control, lighting) with no authentication in its base specification.",Unauthenticated access to building systems — potentially including physical access control and environmental systems.,High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",75,76,high,"{""tactics"": [""Discovery (ICS)"", ""Impair Process Control (ICS)""], ""techniques"": [{""id"": ""T0846"", ""name"": ""Remote System Discovery""}, {""id"": ""T0855"", ""name"": ""Unauthorized Command Message""}]}","[""Unauthenticated device/object discovery and reconnaissance"", ""Unauthenticated write commands to building control points""]","[""BACnet 'Who-Is'/'I-Am' discovery broadcasts""]","[""Building automation network directly reachable from the internet or corporate IT network""]","[""Monitor for BACnet discovery/command traffic from outside the OT/BAS network""]","[""Segment building automation networks from IT/internet"", ""Use BACnet Secure Connect (BACnet/SC) where supported""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T0846/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T0855/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""building-automation"", ""ics"", ""industrial-control"", ""ot"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",47808/udp,"[""Building management/automation controllers implementing BACnet/IP""]",[]
EME-NET-050,TFTP,File Transfer,Extremely lightweight file transfer protocol with no authentication whatsoever; commonly used for network device firmware/config transfer. Standard port(s): 69/udp. Common implementations: TFTP daemons (network device firmware/config transfer).,Extremely lightweight file transfer protocol with no authentication whatsoever; commonly used for network device firmware/config transfer.,"Unauthenticated file read/write, often used to pull device configuration files that may contain credentials.",High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",75,76,high,"{""tactics"": [""Collection""], ""techniques"": [{""id"": ""T1602"", ""name"": ""Data from Configuration Repository""}]}","[""Unauthenticated file read of device configs (often containing credentials)"", ""Unauthenticated file write to plant malicious firmware/config""]","[""Blind file-read attempts against common config filenames""]","[""TFTP server reachable from outside the trusted management network""]","[""Alert on any external TFTP traffic""]","[""Restrict TFTP to the internal management network only"", ""Disable TFTP when not actively needed for provisioning""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1602/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""file-transfer"", ""legacy"", ""network-devices"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",69/udp,"[""TFTP daemons (network device firmware/config transfer)""]",[]
EME-NET-051,SIP (Session Initiation Protocol),VoIP,"VoIP signaling protocol; internet-exposed PBX systems are a longstanding toll-fraud and eavesdropping target. Standard port(s): 5060/tcp,udp. Common implementations: Asterisk, FreePBX, various VoIP PBX systems.",VoIP signaling protocol; internet-exposed PBX systems are a longstanding toll-fraud and eavesdropping target.,"Compromise enables toll fraud (attacker-placed international calls billed to the victim), call interception, and PBX-as-C2 abuse.",High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,79,high,"{""tactics"": [""Credential Access"", ""Reconnaissance""], ""techniques"": [{""id"": ""T1110"", ""name"": ""Brute Force""}, {""id"": ""T1590"", ""name"": ""Gather Victim Network Information""}]}","[""Extension/credential brute-forcing for toll fraud"", ""Exploitation of known PBX software RCE vulnerabilities"", ""Call eavesdropping/interception""]","[""SIP OPTIONS/REGISTER probing to fingerprint PBX software and enumerate extensions""]","[""PBX exposed to the internet without a SIP-aware firewall"", ""Weak/default extension passwords"", ""Outdated PBX software with known CVEs""]","[""Monitor for extension enumeration/brute-force patterns"", ""Alert on abnormal call volume/destinations (toll-fraud indicator)""]","[""Deploy a SIP-aware firewall/session border controller"", ""Enforce strong extension passwords"", ""Restrict international calling by default"", ""Patch PBX software""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1110/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1590/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""toll-fraud"", ""voip""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","5060/tcp,udp","[""Asterisk"", ""FreePBX"", ""various VoIP PBX systems""]",[]
EME-NET-052,Git Protocol,Source Control,Native Git protocol for anonymous read access; unencrypted and unauthenticated by design. Standard port(s): 9418/tcp. Common implementations: git daemon.,Native Git protocol for anonymous read access; unencrypted and unauthenticated by design.,Exposed repositories can leak source code and commit history that may contain hardcoded secrets.,Medium,"Moderate risk, typically requiring an additional misconfiguration or chained weakness to cause material impact.",50,76,medium,"{""tactics"": [""Collection""], ""techniques"": [{""id"": ""T1213.003"", ""name"": ""Data from Information Repositories: Code Repositories""}]}","[""Anonymous repository cloning/read access"", ""Historical-commit mining for secrets/credentials""]","[""`git clone git://host/repo` to test exposure""]","[""`git daemon` running with repositories not intended for public read"", ""No access restriction on the daemon""]","[""Alert on external connections to 9418"", ""Monitor for bulk clone activity""]","[""Only serve intentionally-public repositories via the git protocol"", ""Prefer HTTPS/SSH with authentication for private repos""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1213/003/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""secrets-exposure"", ""source-control""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",9418/tcp,"[""git daemon""]",[]
EME-NET-053,HashiCorp Consul,Distributed Coordination,Service mesh/service-discovery tool whose HTTP API and KV store are unauthenticated (ACLs off) by default in many deployments. Standard port(s): 8500/tcp (HTTP API/UI). Common implementations: HashiCorp Consul.,Service mesh/service-discovery tool whose HTTP API and KV store are unauthenticated (ACLs off) by default in many deployments.,"Unauthenticated access exposes the full service catalog, health data, and KV store — frequently used to stash application secrets.",High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,79,high,"{""tactics"": [""Credential Access"", ""Reconnaissance""], ""techniques"": [{""id"": ""T1552.001"", ""name"": ""Unsecured Credentials: Credentials In Files""}, {""id"": ""T1590"", ""name"": ""Gather Victim Network Information""}]}","[""Unauthenticated read of the KV store (often containing secrets)"", ""Service registration tampering affecting service discovery/mesh routing"", ""Reconnaissance of the entire internal service topology""]","[""`/v1/catalog/services` and `/v1/kv/?recurse` API calls""]","[""Consul ACLs not enabled ('default allow' policy)"", ""HTTP API/UI exposed to the internet""]","[""Alert on external connections to 8500"", ""Monitor KV store access patterns for bulk reads""]","[""Enable Consul ACLs with default-deny"", ""Restrict the HTTP API/UI to internal networks only"", ""Enable TLS for API traffic""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1552/001/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1590/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""distributed-coordination"", ""distributed-systems"", ""secrets-exposure""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",8500/tcp (HTTP API/UI),"[""HashiCorp Consul""]",[]
EME-NET-054,Grafana,Monitoring,Metrics/dashboard visualization platform; ships with a well-known default admin/admin login. Standard port(s): 3000/tcp. Common implementations: Grafana.,Metrics/dashboard visualization platform; ships with a well-known default admin/admin login.,Access to dashboards can leak internal metrics and infrastructure detail; default admin credentials on outdated versions have also enabled plugin-based RCE.,High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",75,79,high,"{""tactics"": [""Initial Access"", ""Initial Access / Persistence""], ""techniques"": [{""id"": ""T1078.001"", ""name"": ""Valid Accounts: Default Accounts""}, {""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}]}","[""Default admin/admin credential login"", ""Exploitation of known Grafana plugin/path-traversal vulnerabilities"", ""Data-source credential exposure via misconfigured dashboards""]","[""Login-page/version fingerprinting"", ""Default credential test""]","[""Default admin credentials never changed"", ""Grafana exposed to the internet without SSO/MFA"", ""Outdated version with known CVEs""]","[""Alert on default-credential login attempts"", ""Monitor for unusual dashboard/data-source configuration changes""]","[""Change default admin credentials immediately"", ""Enforce SSO/MFA"", ""Keep Grafana patched""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1078/001/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""default-credentials"", ""monitoring""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",3000/tcp,"[""Grafana""]",[]
EME-NET-055,Apache Solr,Search,Search platform built on Lucene; the admin UI and API have no authentication by default and have a well-documented history of RCE via VelocityResponseWriter and similar features. Standard port(s): 8983/tcp. Common implementations: Apache Solr.,Search platform built on Lucene; the admin UI and API have no authentication by default and have a well-documented history of RCE via VelocityResponseWriter and similar features.,Unauthenticated admin API access has repeatedly been mass-exploited for remote code execution and cryptomining.,Critical,"Direct path to full host/data compromise, ransomware deployment, or regulatory-scope data breach if exploited.",93,79,critical,"{""tactics"": [""Impact"", ""Initial Access""], ""techniques"": [{""id"": ""T1190"", ""name"": ""Exploit Public-Facing Application""}, {""id"": ""T1496"", ""name"": ""Resource Hijacking""}]}","[""Unauthenticated admin/config API access"", ""Exploitation of known Solr RCE vulnerabilities (e.g. via VelocityResponseWriter/config abuse)"", ""Cryptomining payload deployment on exposed instances""]","[""`/solr/admin/cores` and `/solr/admin/info/system` endpoint inspection""]","[""Solr admin UI/API exposed to the internet with no authentication"", ""Outdated Solr version with known CVEs""]","[""Alert on inbound connections to 8983 from the internet"", ""Monitor for unexpected config/handler changes""]","[""Restrict Solr admin access with authentication and network controls"", ""Never expose Solr directly to the internet"", ""Patch promptly""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1190/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1496/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""critical-exposure"", ""search"", ""unauthenticated""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}",8983/tcp,"[""Apache Solr""]",[]
EME-NET-056,Active Directory Global Catalog,Directory Services,"Forest-wide directory search service; exposes a partial attribute set for every object across the entire AD forest. Standard port(s): 3268/tcp, 3269/tcp (TLS). Common implementations: Microsoft Active Directory.",Forest-wide directory search service; exposes a partial attribute set for every object across the entire AD forest.,Enables forest-wide user/group enumeration in a single query — a significant reconnaissance boost for password-spraying and privilege-mapping.,High,"Meaningful risk of credential theft, data exposure, or lateral movement if exploited or left misconfigured.",72,76,high,"{""tactics"": [""Discovery""], ""techniques"": [{""id"": ""T1087.002"", ""name"": ""Account Discovery: Domain Account""}, {""id"": ""T1069.002"", ""name"": ""Permission Groups Discovery: Domain Groups""}]}","[""Anonymous or credentialed forest-wide enumeration of users/groups"", ""Password spraying informed by enumerated account lists""]","[""LDAP queries against the Global Catalog port for forest-wide object search""]","[""Global Catalog reachable from outside the internal network (domain controllers should never be internet-facing)""]","[""Alert on any external connection to 3268/3269"", ""Monitor for high-volume Global Catalog queries""]","[""Never expose domain controllers directly to the internet"", ""Restrict Global Catalog access to trusted internal clients""]","[{""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1087/002/""}, {""source"": ""MITRE ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1069/002/""}, {""source"": ""IANA Service Name and Transport Protocol Port Number Registry"", ""url"": ""https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml""}]","[""active-directory"", ""directory-services""]","{""created_by"": ""CyberEDT"", ""dataset"": ""EME"", ""verified"": true, ""version"": ""1.0""}","3268/tcp, 3269/tcp (TLS)","[""Microsoft Active Directory""]",[]
